UniprotID,symbol,BL1,BL2,BL3,BL4,BL5,BL6,BL7,BL8,BL9,BL10,AMS1,AMS2,AMS3,AMS4,AMS5,AMS6,AMS7,AMS8,AMS9,AMS10
O00451,GFRA2,2.78756,2.65167,2.64905,2.885,2.55794,2.86092,2.77104,2.91912,2.78373,2.70237,2.92958,2.8414,3.02858,3.17153,2.74117,3.11705,3.04464,3.05188,3.00141,2.95303
Q9GZV9,FGF23,3.16071,2.82458,3.00247,2.83668,2.67259,3.31133,2.82682,2.97755,2.75206,2.8013,4.53234,4.77562,3.70321,4.152,3.65196,5.43244,3.92624,4.77832,4.44894,3.78369
P07949,RET,6.1187,5.24306,5.11316,5.82131,5.5974,5.58679,6.02973,6.23468,5.21209,5.64261,6.39508,5.90293,5.95457,6.68624,6.45176,6.40221,6.2611,7.15411,5.92322,6.36944
P13500,CCL2,4.55473,4.009,3.72747,5.1363,5.02251,4.05745,4.06572,4.63057,4.41179,4.2896,3.96973,3.70793,3.32809,4.24624,3.78176,3.34525,3.5421,3.80053,3.51616,3.58033
O94985,CLSTN1,1.13043,1.15213,1.28765,0.74749,0.74749,0.74749,1.08357,1.30647,1.08317,1.55989,1.292,1.67374,1.58708,1.32883,1.27731,1.32903,1.4409,1.56041,1.31814,2.11019
Q6ZMJ2,SCARA5,8.49385,8.13616,8.04174,8.07553,8.25731,7.7254,8.53207,8.44887,7.82999,8.37606,8.60518,8.64247,8.46663,8.68183,8.45513,8.30689,8.80756,8.85589,8.3168,8.7021
P58294,PROK1,3.92457,3.1921,3.53492,3.27059,4.12787,3.60384,3.07966,3.25787,3.48687,2.80402,4.41438,4.40408,4.6569,4.27429,4.5765,4.50148,3.90355,4.31265,3.60653,3.72809
P07204,THBD,9.72133,9.26491,9.56626,9.18484,9.51155,9.48588,9.243,9.73215,9.44389,9.43503,9.93288,9.71811,10.01965,9.80971,9.91706,9.88172,9.50522,10.19095,9.48188,9.89953
O15232,MATN3,9.58653,8.89322,8.61054,8.53791,9.05131,8.21358,8.98132,9.23461,8.97799,9.68499,9.78154,9.67213,9.08693,9.17518,9.40796,8.97517,9.4224,9.73759,9.30636,9.84512
Q99988,GDF15,3.84999,4.02748,3.90482,3.36315,3.92368,4.04705,3.86528,3.80058,3.4471,3.89792,3.97572,4.31195,4.06433,3.62341,4.37046,4.21759,4.18463,3.94598,3.53619,4.19496
Q99972,MYOC,4.88892,4.77437,3.50455,4.02711,5.02689,4.73422,4.64577,4.98294,4.11252,4.52636,4.026,3.84774,3.0089,3.69581,3.88626,4.12325,4.35623,4.6509,3.67224,3.58372
O60462,NRP2,8.04769,8.10038,8.16264,7.92026,8.0689,7.90221,8.29541,8.10517,7.96769,8.08377,8.2919,8.34617,8.20458,8.17072,8.20798,8.10324,8.38035,8.31447,8.27798,8.17336
Q15485,FCN2,,6.89844,6.85968,6.00724,6.22959,6.15428,6.21138,5.83091,6.20511,6.14366,,7.43512,7.13528,6.59472,6.55387,6.42832,6.64012,6.35526,6.22622,6.6134
P07306,ASGR1,0.22746,0.63802,0.39227,0.63468,0.54117,-0.08863,0.44619,0.55717,0.15061,0.3576,0.4922,1.2349,0.67645,0.84323,0.85804,0.77754,0.73496,0.87624,0.42237,0.79965
Q08629,SPOCK1,1.63113,1.7986,1.83849,0.97976,1.63963,1.47385,1.69389,1.51503,1.59449,1.66546,1.64644,2.50256,2.10339,2.03143,2.19237,2.34062,2.39477,2.21015,2.08879,2.0422
Q96QR1,SCGB3A1,0.05099,0.67603,1.75624,1.58102,1.67374,1.62976,1.52652,0.767,0.73367,1.29355,0.42012,0.81754,2.08487,1.94973,2.2533,1.89739,1.77217,1.50982,1.05591,1.40335
P00797,REN,6.56603,6.30503,6.04368,6.08673,6.06831,5.9791,6.32803,6.81466,5.77575,6.64607,7.12269,7.62535,6.99628,7.34942,7.16918,6.37946,6.44065,7.09359,6.42229,7.44754
P16581,SELE,10.97445,11.19009,10.91495,10.90614,10.65194,10.54751,11.24913,11.2089,10.64173,11.2332,11.13273,11.6632,11.21962,11.4835,11.08585,10.59468,11.68839,11.69354,10.72974,11.48005
P08237,PFKM,4.01884,3.35346,3.50461,3.97586,4.50291,3.55892,3.51514,3.54098,3.41712,3.78658,3.12629,2.67155,2.79592,3.21207,2.74577,3.41246,3.10012,2.99648,2.39666,3.07843
P55103,INHBC,3.02596,3.15514,3.27565,2.74671,3.22892,2.84516,3.56892,3.23449,3.17557,3.01836,3.69021,3.75929,3.70806,3.68441,3.65735,3.5806,3.81432,3.73607,3.91223,2.90993
Q8TCZ2,CD99L2,3.81894,3.7014,3.6872,3.76093,4.30833,3.54368,3.78238,3.88481,3.51358,3.59968,3.99409,3.82932,3.98289,4.01582,4.56791,3.71465,3.92176,4.5038,3.88494,3.77268
Q96NZ8,WFIKKN1,2.53745,2.28304,2.77111,2.71177,2.53646,2.7299,2.71977,2.73585,2.31582,2.53266,2.63672,2.61593,2.80981,3.35493,2.8701,2.93333,3.0317,3.02907,2.67732,2.7796
P00915,CA1,,8.81719,8.47962,8.46506,9.32291,8.14182,8.22512,8.46654,8.66891,8.95315,,7.5871,7.61374,7.42454,7.29983,7.44233,7.97706,7.6778,6.89921,8.16255
Q13219,PAPPA,1.85867,1.77916,1.92062,1.72604,2.52164,1.70796,2.096,2.01434,1.78331,2.52137,2.59179,2.24741,3.09166,2.50801,2.55139,2.33578,2.36166,2.49752,2.11394,2.9849
P00918,CA2,6.80867,6.33511,6.28689,6.47362,7.48663,5.56634,5.78501,6.09622,5.97286,6.64225,5.2602,4.83406,5.06452,5.21474,5.17416,5.18089,5.45923,5.89683,4.30073,5.58525
"Q8NEV9,Q14213",IL27,5.63646,6.19395,5.85407,5.22479,5.78571,5.50816,6.15435,5.85833,6.27707,6.6123,5.77863,6.72774,6.29454,5.57983,6.25449,6.40246,6.54494,6.08287,6.33807,6.95872
Q14956,GPNMB,6.94545,6.78297,6.65095,6.77516,7.02859,6.80816,7.11619,6.81251,6.88079,6.86704,7.1233,7.02238,6.80522,7.04642,7.19098,6.85126,7.18684,6.97914,6.86649,7.03048
Q6UXK2,ISLR2,1.82883,1.07902,1.27507,1.80774,1.25448,0.76289,1.27195,1.42628,1.65896,1.64013,1.89053,1.59067,1.73423,1.82574,1.4385,1.09783,1.79733,1.85616,2.06401,1.78264
P20062,TCN2,,4.95539,4.85431,4.57351,4.57215,4.71187,4.95466,4.83887,4.64658,4.4447,,5.16653,5.15636,5.05749,5.21385,4.94072,5.13905,5.16227,4.7287,5.04116
P03950,ANG,,7.04026,7.02708,7.10279,7.27025,7.31133,7.00517,7.33571,7.04257,6.87098,,7.52818,7.39044,7.74077,7.35048,7.51914,7.27718,7.93624,7.10642,7.35512
Q9BY76,ANGPTL4,4.10441,4.10707,4.16299,3.45479,3.63608,2.59142,3.74226,3.74173,3.90542,3.43482,4.74058,4.35029,4.41512,3.80069,4.77032,4.16699,4.27263,5.38716,4.81327,3.93671
P80511,S100A12,3.70124,4.27496,4.54361,3.86877,3.85164,3.42333,2.86852,3.3787,4.09903,4.36189,3.21715,3.50287,4.04068,3.39195,3.38709,2.75055,2.90201,3.45748,3.17471,3.82278
P09486,SPARC,10.1093,10.04784,10.0604,10.05221,9.94361,10.00578,10.01245,10.07463,10.06847,10.0974,10.15524,10.32941,10.2793,10.31938,9.99489,10.35155,10.05326,10.23743,10.3319,10.15807
P52823,STC1,4.66715,5.04226,4.58556,4.69174,5.29932,4.35677,5.09849,4.3431,4.73727,4.52477,5.20135,5.43307,5.06456,5.2102,5.61699,5.47041,5.47391,4.94846,4.96333,4.45338
Q07654,TFF3,2.92182,2.43202,2.81278,2.5733,3.16616,2.77576,3.01343,2.81477,2.71721,2.93249,3.18352,2.91863,3.06725,2.96806,3.36582,2.95672,3.08862,3.21778,2.61982,3.29087
Q9Y279,VSIG4,5.06682,5.04352,4.67835,4.55305,5.2574,4.40871,4.85794,5.18278,4.79448,4.6533,5.47456,5.36195,5.15476,5.09959,5.24028,4.61185,4.85889,5.3091,5.2596,4.99635
Q15828,CST6,3.4883,2.86163,2.99176,2.82447,2.64239,2.10138,3.16517,3.4805,2.50358,3.20802,3.76789,3.3413,3.43415,3.38622,2.73926,2.37161,3.50395,3.45722,2.79287,3.24081
Q8NBI3,DRAXIN,3.58839,3.12555,2.72545,2.23116,3.13474,2.39658,3.68189,2.81877,3.32678,3.518,3.56263,3.50613,2.88245,2.71106,3.27018,2.84307,3.84468,3.20685,3.62938,3.5752
Q9H1U4,MEGF9,,3.63491,3.29151,3.43575,3.47605,3.8466,3.37622,3.34135,3.1051,3.22058,,3.89873,3.41155,3.82672,3.64772,3.90638,3.48579,3.93931,3.4114,3.55007
P48357,LEPR,5.64766,5.64861,5.54091,4.95969,5.85243,5.16756,6.08297,5.3407,5.76316,5.69068,5.56933,6.01189,5.94827,5.3081,5.98462,5.37226,6.13758,5.67603,5.90038,6.03706
Q9H477,RBKS,8.78276,8.24132,8.20678,8.51225,9.09186,7.81407,8.29907,8.48205,8.40047,8.54769,7.69151,7.88976,7.62675,7.90214,7.68579,7.61792,7.86978,8.25895,7.10479,8.31628
P28907,CD38,5.20546,4.88901,5.2369,5.01606,5.08967,5.76898,5.39332,4.86907,4.88314,5.14536,5.44397,5.85923,5.41522,5.4098,5.21714,5.8439,5.6677,5.61812,5.39659,5.64583
Q13093,PLA2G7,,2.89893,3.24546,2.80237,2.74375,2.7555,3.18281,2.82148,2.78666,3.18454,,2.98913,3.37199,3.26127,3.24347,3.15536,3.36873,3.31132,2.95754,3.24554
Q13444,ADAM15,9.29187,8.56345,9.05748,8.57813,8.87818,8.7221,8.84893,9.08645,8.85694,8.92199,9.2103,9.01293,9.19403,8.99361,8.91914,8.97559,8.99505,9.40956,9.12575,9.24246
P23280,CA6,1.46508,1.17129,1.30306,2.13879,0.32792,1.62783,1.8916,1.77047,-0.01176,0.97514,1.58744,1.41847,1.833,2.47312,0.43626,1.83359,2.08166,2.16219,0.27593,0.87287
Q13478,IL18R1,8.00736,7.77803,7.83993,8.11182,8.48981,8.30445,8.36161,8.38309,8.24565,8.09443,8.17419,8.29129,8.00926,8.54648,9.00052,8.69509,8.38055,8.90642,8.16765,8.31525
P21583,KITLG,8.96623,8.51899,8.17211,8.41605,8.4944,8.5056,8.5805,8.41502,8.36444,8.6657,9.09921,8.92517,8.27076,8.73752,8.74177,8.94064,8.50086,8.61608,8.69173,8.7286
P08254,MMP3,6.15125,5.49206,5.40853,5.42002,6.34421,5.56251,5.85859,6.11034,5.61703,6.20207,6.83401,6.91958,6.90944,6.71664,8.06773,8.15609,5.7887,5.62607,7.41471,8.60709
Q92752,TNR,4.69881,3.67538,3.49798,3.41467,3.49116,3.68892,3.94926,3.23961,3.82346,3.74361,4.0784,3.20892,2.70957,3.37989,2.80642,3.55946,3.72226,3.27927,3.49568,3.37593
P80098,CCL7,1.16981,1.43064,1.91436,1.62582,1.55422,1.06944,1.40306,1.01157,1.003,1.0238,0.98922,1.04576,0.40945,1.0554,0.68777,0.75284,0.96483,0.98825,0.62349,0.40945
P41271,NBL1,4.75663,4.73846,4.86918,4.70278,4.64839,4.76626,4.89825,4.78577,4.6688,4.7818,4.81782,4.9384,4.89639,4.88208,4.80008,4.77854,4.99196,4.80181,4.9624,4.9227
Q16674,MIA,11.18632,10.96678,11.05089,11.22333,11.35533,10.92182,11.2078,11.18932,11.27659,11.38171,11.17988,11.22012,11.23988,11.3705,11.36364,11.25406,11.33057,11.28346,11.41679,11.43665
P17936,IGFBP3,,3.96684,3.92807,3.96526,4.58852,4.30858,4.23363,4.45484,3.82479,4.15471,,4.38175,4.23555,4.65661,4.79371,4.41107,4.36074,4.94715,3.85255,4.37442
Q16288,NTRK3,6.64358,6.47125,6.61861,6.42567,6.72178,6.82868,6.61834,6.77537,6.73411,6.62673,6.77128,6.88554,6.73923,6.94327,6.65048,7.23257,6.83412,7.34928,6.8442,6.76674
O94779,CNTN5,5.26825,5.18784,4.24567,4.90427,4.45393,4.9772,4.7811,4.88644,4.77228,5.73675,5.08793,5.4808,4.51654,5.33708,4.63431,5.4093,4.99177,5.42134,5.16047,5.76161
Q9UK05,GDF2,7.54625,7.55741,6.62378,6.86154,7.55461,7.75034,7.04445,7.46384,7.1004,7.35077,7.64633,7.91001,7.49977,7.28711,7.80512,7.72708,7.18341,7.79044,7.44376,7.52068
P01130,LDLR,4.03397,4.02867,4.33093,3.70121,5.36398,3.47675,4.64267,4.24871,3.71079,3.94736,4.2816,4.53273,4.50712,4.13656,5.24152,4.18866,4.7609,4.67956,3.76691,4.34676
P27352,CBLIF,6.88923,7.2038,5.40858,6.49321,5.82669,7.03639,5.98332,6.82175,7.13109,7.69444,6.45459,7.1087,5.59426,6.44244,5.16671,6.54917,5.61056,6.35323,6.93024,7.16861
P10145,CXCL8,5.92655,5.08256,5.19596,6.62417,6.23564,6.23269,5.3725,5.34793,5.98193,5.72551,5.26406,4.64473,4.52416,5.80528,5.27036,5.81758,4.50595,6.00917,5.2001,5.26007
Q8IX05,CD302,4.00306,4.16211,3.54572,3.57425,3.61312,3.68259,4.7047,4.66755,3.36481,3.72082,3.9592,4.9672,4.18386,4.11149,3.88171,4.69785,4.78356,4.64802,4.20997,4.05742
Q6UX27,VSTM1,0.56141,1.09465,0.70033,1.26717,0.36499,0.36499,0.91023,0.87069,0.56179,0.36499,0.79394,1.38273,0.68048,1.44227,0.68217,0.64539,1.14979,1.40893,0.68288,1.30768
P26951,IL3RA,1.97742,1.96271,1.75308,2.25763,1.80359,0.9841,2.00353,2.51959,2.18262,1.82732,1.96824,2.13138,2.03617,2.43382,1.8368,0.9841,2.32581,2.567,2.3581,1.97652
Q9BTE6,AARSD1,3.66052,2.8791,3.21485,3.19164,3.64862,3.11359,3.26177,3.41675,3.26067,3.08723,2.42416,2.21294,2.96301,2.69878,2.68826,3.14616,2.73869,3.31147,2.25575,3.08226
P24821,TNC,,3.86754,3.66063,3.23894,3.83019,3.31022,2.93845,3.34957,2.74612,3.70339,,3.87614,4.03061,3.4713,4.03258,3.36172,3.38285,4.03878,2.91953,4.38893
Q9Y5W5,WIF1,6.2456,5.44397,6.19247,5.94921,6.01384,5.72399,5.83593,6.45702,6.23806,6.88623,6.65014,6.69971,6.57059,6.37086,5.87254,6.2723,6.08062,7.70411,6.55846,7.23837
O95445,APOM,,4.60793,4.55758,4.25246,4.65463,4.49209,4.28763,4.68991,4.58896,4.20899,,5.14855,4.98593,4.92511,5.35229,4.45748,4.38968,5.24299,4.57316,4.4862
P21802,FGFR2,4.24879,4.17238,4.39963,4.55585,4.3766,4.42791,4.67573,4.53203,4.16148,4.67285,4.26589,4.62687,4.60276,4.87764,4.46066,4.35102,4.74638,4.82277,4.34425,4.94667
P24071,FCAR,1.67597,2.13152,2.1779,1.94411,1.0115,2.02084,2.07573,2.66366,1.72633,1.5038,1.81356,2.37606,2.22512,1.95277,1.0115,2.43025,2.54433,2.78688,1.85695,1.91996
Q16627,CCL14,,6.40574,6.03618,5.99728,6.20693,5.66751,5.57538,5.87582,5.84814,5.89313,,6.27543,5.66745,5.61873,5.64674,4.98152,5.25887,5.95591,4.90545,5.75389
P08709,F7,,3.08982,2.8835,3.17623,3.21359,3.25228,3.20369,3.01698,2.8501,2.83995,,3.53608,3.56387,3.3865,3.60242,3.13041,3.47706,3.50364,2.83345,3.2911
P16562,CRISP2,7.69642,7.03681,6.92309,7.63609,7.29802,7.10829,7.2843,6.98687,6.93822,6.62759,7.77976,7.42056,7.09038,7.90062,7.35861,7.40694,7.45024,7.49252,6.77015,7.00313
Q9UKX5,ITGA11,1.51008,0.87042,0.43701,0.89997,0.80403,1.36731,1.11117,0.3244,0.86766,0.78257,1.42942,0.94554,0.62367,1.04721,0.94395,1.54703,1.3487,1.02444,1.20856,1.26616
P11226,MBL2,,9.04607,11.11934,10.57479,11.10972,10.44462,8.61516,8.87826,11.09653,9.73946,,9.55665,11.19592,11.36318,11.48216,10.82547,8.83863,9.14755,10.92172,10.25989
P09619,PDGFRB,4.32245,4.29926,4.05379,3.9809,4.82103,3.89703,3.57407,4.38044,3.62603,3.71878,4.59676,4.37166,4.20275,4.40018,4.76295,4.08529,3.71227,4.60151,3.79239,3.68309
Q12866,MERTK,5.61969,5.37913,5.19661,4.9987,5.21984,6.01089,5.53546,5.4716,5.1912,5.23655,5.6436,5.86881,5.66549,5.74894,5.74954,5.8976,5.62592,5.90879,5.17877,5.68332
P51671,CCL11,8.11055,7.74487,7.20595,8.33578,8.42766,7.59775,7.47211,7.24164,8.04346,7.7858,7.5747,7.7498,7.00572,7.50833,6.95186,7.3371,6.96938,7.31473,7.13268,7.36951
Q8N474,SFRP1,5.37051,4.85881,5.63616,5.49993,4.93738,5.02088,5.44072,5.70778,5.02879,5.116,5.19951,5.99686,5.69184,5.62328,5.33969,5.64411,5.91061,6.83959,5.24109,6.03528
Q6UXK5,LRRN1,5.46162,5.64274,5.27649,5.25942,5.71658,5.38307,5.78759,5.48324,5.39075,5.61866,5.49884,5.88777,5.47053,5.72421,5.9662,5.66044,5.72249,5.83707,5.4602,5.59828
Q5KU26,COLEC12,5.11642,5.0409,4.74989,4.7221,5.16137,4.0731,5.02287,5.09829,4.70108,4.86385,5.26212,5.17484,4.99973,5.15669,5.10971,4.41209,5.25448,5.26887,4.77558,4.80293
Q9HCK4,ROBO2,5.27785,5.0596,4.7256,4.89819,5.49471,4.87298,5.43691,5.28326,5.02255,5.45482,5.33626,5.47856,4.93318,5.53632,5.49505,5.27657,5.71092,5.95876,5.24127,5.33184
Q13361,MFAP5,,0.96026,1.00678,0.80242,1.19573,0.98814,1.47096,1.04811,0.51784,0.87169,,1.45351,1.25262,1.23309,1.06123,1.0352,1.68769,1.64872,0.6066,1.47008
P27487,DPP4,,5.90894,4.95441,5.40541,5.67406,5.75883,5.44836,5.62358,5.50819,5.81678,,6.0986,5.28937,5.90915,5.84315,5.68604,5.62497,6.12503,5.465,6.09486
P10721,KIT,,3.72833,3.5617,3.26789,3.87018,3.23601,3.3947,3.87754,3.15682,3.86006,,4.00724,3.70089,3.78362,3.92269,3.55708,3.40684,4.18282,3.21008,3.92018
Q03167,TGFBR3,,2.00128,1.76985,1.86921,2.52185,2.09523,2.0958,1.98778,2.07281,1.98714,,2.17913,2.09504,2.13124,2.43095,2.18424,2.14152,2.21428,2.13406,2.21867
P01833,PIGR,5.11048,5.07633,5.06305,5.517,5.15443,5.2251,5.06168,5.22627,5.17349,5.06251,5.18156,5.10635,5.12669,5.52999,5.29415,5.23355,5.08903,5.26003,5.16009,5.15424
P15144,ANPEP,5.22382,4.60047,4.66647,4.88354,5.35337,4.7657,5.03669,4.02291,4.66645,5.10357,5.28124,5.09764,4.82151,5.2645,5.4143,4.90128,5.1664,4.4519,4.54533,5.32314
P80370,DLK1,5.42626,5.4811,4.33096,4.66479,5.85312,5.32735,5.64654,4.76027,4.85132,5.2106,4.99708,5.00391,4.31989,4.85542,5.64676,4.36797,5.18844,4.69208,4.50391,4.71016
Q96PL1,SCGB3A2,2.67238,3.34793,3.0622,3.35794,2.4734,3.16766,2.2096,2.4793,2.2158,3.78945,1.7036,2.71747,2.52746,2.756,2.4165,2.98557,2.41756,2.51118,1.80744,3.29456
Q86SJ2,AMIGO2,4.79666,4.67077,4.40291,4.27059,4.57101,4.14935,4.60253,4.44374,4.53799,4.54125,4.94233,5.01038,4.61495,4.74542,4.55393,4.87424,4.67992,5.09087,4.43936,4.82176
Q9UBM4,OPTC,4.58032,4.5456,3.91758,4.03006,4.05086,4.33038,4.71318,4.01313,4.52585,4.25151,4.53638,4.87705,4.28551,4.65863,4.25335,4.68441,4.84443,4.30557,4.31664,4.75612
NA,NT-proBNP,3.89642,3.25466,,4.63684,3.22755,2.81621,3.39124,3.63853,4.45203,,1.90571,1.76884,,1.81174,2.2696,3.32074,2.87582,2.58795,2.37966,
P14384,CPM,6.00649,6.20581,5.66007,6.26448,6.37113,5.71463,6.29749,6.25935,5.98205,6.04023,6.14917,6.5491,6.26157,6.42907,6.46344,6.22615,6.4095,6.35216,5.95553,6.12298
Q16775,HAGH,7.57373,6.54201,6.76442,7.03831,8.24955,6.58024,7.26723,6.71068,6.83514,7.49377,5.6088,5.34003,6.30697,5.39359,6.02649,5.70905,6.99147,7.38181,5.66689,7.37541
O60243,HS6ST1,4.71156,4.80917,5.15202,5.29675,5.09842,4.47613,5.03227,4.93538,4.86841,4.90566,4.72879,5.1493,5.16358,5.75257,5.12053,5.2318,5.22896,5.44888,4.82957,5.38437
P07451,CA3,,2.24255,1.52285,1.95638,2.73504,1.37953,1.57319,1.69393,2.00318,2.28213,,1.5021,1.27815,1.35886,0.93807,1.37452,1.57929,1.08376,1.01522,1.80321
P05089,ARG1,0.82681,0.21075,,1.36076,0.81159,0.20606,0.14537,-0.08859,0.80227,,-0.5047,-0.58122,,-0.43069,-1.22154,0.08781,0.54179,-0.88855,-1.17221,
P55808,XG,3.70931,3.17723,3.14805,3.54009,4.16646,3.02682,3.80545,3.75221,2.71815,3.64245,3.87127,3.4236,3.54734,3.80501,3.97979,3.04913,4.1478,4.01674,2.87876,3.6806
P56279,TCL1A,6.26312,6.8373,4.90194,6.97001,5.86106,5.54657,8.057,6.22608,5.39373,6.77256,7.56072,8.19929,6.24738,7.00172,5.39797,6.58397,7.85422,7.38606,5.64158,7.88404
P01034,CST3,,6.12203,5.92838,5.55329,6.54553,6.49691,6.20124,6.23882,5.83681,6.19849,,6.76876,6.54766,6.41605,6.83606,6.21496,6.37695,6.68718,5.86698,6.73899
P07478,PRSS2,,2.02264,1.45391,2.44206,2.87092,1.90501,2.02133,1.52916,2.3233,2.45473,,2.26274,1.95516,2.7164,2.71419,2.29789,2.06873,1.95444,2.31665,2.89665
Q9UM47,NOTCH3,5.7101,5.05083,5.31804,4.88426,5.4898,4.99593,5.70298,5.89507,5.32089,5.91119,5.41928,4.77792,4.83798,4.80621,5.20455,5.04933,5.48143,6.0813,4.75819,5.70185
P04066,FUCA1,5.48623,5.31829,5.61123,6.21458,6.36485,4.77265,5.51573,5.94771,5.5296,5.624,5.78872,5.39053,6.06765,6.6875,6.60335,5.2865,5.52641,6.24275,5.79546,5.34308
O43895,XPNPEP2,8.36379,9.67844,9.83336,7.80024,9.35901,7.4091,9.43821,7.75217,9.82494,8.02542,8.29446,9.99763,10.01177,7.91125,9.27573,7.75452,9.5489,8.15551,10.00388,8.10598
Q8WYN0,ATG4A,5.08735,4.93441,4.96445,5.30938,5.82177,4.2993,4.89037,5.12273,4.76085,5.03013,3.66885,3.72778,3.9281,4.52954,4.04275,4.88988,4.41103,5.2787,3.02206,4.99473
Q8TDQ1,CD300LF,5.03849,5.60056,5.684,5.65464,5.41922,5.81254,4.78977,5.23993,5.02213,5.63355,5.14102,6.02982,5.78931,6.20396,5.17618,5.99551,5.07007,5.71011,5.07736,5.92325
Q6ISS4,LAIR2,5.03518,4.29689,6.49396,4.31374,6.11068,5.41024,6.01512,5.74571,4.14429,3.55383,5.06575,4.59535,6.46198,4.99698,5.97698,5.75223,6.1462,6.14395,4.39517,3.82362
P16112,ACAN,2.936,2.66513,2.18163,2.48103,3.06924,1.90937,2.47578,2.72561,2.36686,3.02284,3.18455,2.74157,2.30537,2.7873,3.0035,2.08655,2.57698,3.12404,2.49222,2.94098
O43505,B4GAT1,3.44881,4.17737,3.89298,3.47875,4.25033,3.25561,4.03613,3.69638,3.60332,3.65545,3.65895,4.21601,3.8858,3.89345,4.20891,3.6232,4.15375,3.90378,3.8447,3.62573
P04626,ERBB2,5.90567,5.56329,5.35138,5.6265,5.98819,5.85627,5.64085,5.80801,5.67741,5.72787,5.98973,5.98714,5.72814,5.99432,5.93269,6.0947,5.51903,6.11977,5.79524,5.76832
P13591,NCAM1,,4.26812,3.57341,3.68316,4.96795,4.24023,3.61555,3.97817,3.83556,4.04674,,4.42041,3.91825,4.19518,4.97458,4.29777,3.91323,4.32759,3.70012,4.26445
P04070,PROC,,4.40942,4.10247,3.97415,4.90686,4.72856,4.38722,4.20963,4.22935,3.78149,,4.90225,4.57018,4.53136,5.41104,4.49052,4.61843,4.62977,4.03594,4.31202
Q16853,AOC3,,2.16068,2.39605,2.54589,2.61115,2.4547,2.30881,2.74398,2.58719,2.47468,,2.43302,2.80208,2.94282,2.65503,2.41602,2.4504,3.13677,2.49506,2.64704
Q8IWV2,CNTN4,3.66374,4.09106,3.55297,4.04644,4.10293,3.37834,3.8594,3.87897,3.7068,3.77176,3.91127,4.18376,3.86421,4.30346,4.01872,3.81025,4.01539,4.32883,3.84858,3.60186
P36269,GGT5,1.60968,1.92998,1.95792,1.88192,1.79223,1.94307,2.03141,1.92335,1.97716,2.08193,1.79951,2.20334,1.93287,2.29803,1.92886,2.13724,2.26579,2.45288,1.72115,2.38123
Q99616,CCL13,14.09315,14.17767,14.34161,14.72657,14.68686,14.34906,13.52711,13.20412,13.75939,13.22891,12.49757,13.87446,13.04881,13.42565,12.75461,14.40912,12.45548,14.25475,12.1661,12.85431
Q9UEW3,MARCO,6.18782,5.86775,5.91192,5.92881,6.08892,6.01981,6.18795,6.20417,6.08435,6.28983,6.33278,6.12029,6.17993,6.31044,6.15099,6.24923,6.29654,6.57401,5.88024,6.28722
Q9Y275,TNFSF13B,7.10771,7.01929,7.39328,7.10168,7.07007,7.00866,7.16069,6.99124,7.03949,6.98131,6.83701,6.71973,6.75656,7.21176,6.94304,6.68724,6.99153,7.18157,6.30481,6.65654
P48745,CCN3,3.47791,3.25662,2.15673,2.72708,3.06306,2.58483,3.12933,3.71874,2.27334,3.28164,3.16322,2.88786,2.21748,2.77617,2.14322,1.7447,3.11661,3.63301,2.0624,2.35493
P30203,CD6,6.01891,5.98712,6.25209,5.7841,5.44281,6.19375,6.20007,6.03836,5.80684,6.77383,6.1272,6.52211,6.39746,6.24202,5.26472,6.32822,6.36207,6.42433,5.79826,6.95805
Q969Z4,RELT,2.63392,2.69421,2.86538,2.51668,3.17059,2.5562,2.38291,2.41344,2.58094,2.58549,2.98092,2.99675,2.91913,2.95044,3.16435,2.49329,2.68933,3.13211,2.92546,2.46859
O14625,CXCL11,9.23507,9.4568,10.17749,10.05459,9.51311,8.71269,9.18563,8.59955,9.26719,9.5883,7.79175,8.72692,8.17415,9.15678,8.65111,9.37018,8.27677,9.40839,7.57067,8.59288
Q15109,AGER,13.67364,13.24875,13.67973,12.92143,13.73588,13.38729,13.45564,13.85438,13.36061,13.85285,13.76591,13.60764,13.9336,13.22433,13.78,13.44722,13.60298,14.15359,13.16374,13.94667
P11717,IGF2R,4.33834,4.3253,4.56041,4.40747,5.28385,4.04161,4.09882,4.12975,4.12058,4.02973,4.73382,4.44833,4.57937,4.57157,5.29549,4.178,4.2235,4.63992,4.25624,3.94939
O75326,SEMA7A,4.65185,4.8425,4.74885,4.45707,5.04545,4.12767,4.45304,4.78924,4.40763,4.76399,4.86981,4.97286,4.90207,4.85335,4.84887,4.49377,4.64238,5.15095,4.66928,4.62323
P12034,FGF5,0.42908,0.58438,0.53156,0.36144,0.56341,0.50409,0.37502,0.42527,0.6796,0.61621,0.6393,0.86082,0.43048,0.59329,0.63735,0.99417,0.48321,0.69857,0.68902,0.56303
Q9NP99,TREM1,2.48176,2.99803,2.96246,2.56407,1.94695,1.85006,2.04649,2.68058,2.30774,2.18153,2.6376,3.0325,3.11329,2.88264,2.34892,2.07291,2.1167,3.09193,2.00473,2.59907
Q15166,PON3,5.28164,5.54138,1.8053,5.13216,5.50066,5.12882,5.50589,4.82257,5.0046,5.89344,5.28829,6.00735,1.81552,5.47491,5.80463,5.92004,5.56817,5.19045,4.82086,6.06224
